Date,Open,High,Low,Close,Adj Close,Volume
2017-05-01,950.000000,960.000000,885.000000,910.000000,863.377075,52264700
2017-05-08,915.000000,925.000000,850.000000,850.000000,806.451111,31292100
2017-05-15,850.000000,885.000000,820.000000,865.000000,829.985657,46705200
2017-05-22,870.000000,925.000000,845.000000,855.000000,820.390503,53812300
2017-05-29,855.000000,915.000000,850.000000,890.000000,853.973755,63636600
2017-06-05,890.000000,900.000000,770.000000,770.000000,738.831177,93672100
2017-06-12,770.000000,810.000000,760.000000,780.000000,748.426392,63907600
2017-06-19,790.000000,790.000000,725.000000,730.000000,700.450378,55545200
2017-06-26,730.000000,730.000000,730.000000,730.000000,700.450378,0
2017-07-03,745.000000,755.000000,710.000000,715.000000,686.057556,76684700
2017-07-10,715.000000,735.000000,700.000000,720.000000,690.855103,42246700
2017-07-17,720.000000,775.000000,720.000000,745.000000,714.843201,100331200
2017-07-24,745.000000,850.000000,735.000000,830.000000,796.402466,208555100
2017-07-31,830.000000,835.000000,775.000000,815.000000,782.009644,88370800
2017-08-07,815.000000,870.000000,800.000000,825.000000,791.604858,159820800
2017-08-14,825.000000,835.000000,800.000000,815.000000,782.009644,70287400
2017-08-21,825.000000,935.000000,820.000000,910.000000,873.164124,295382400
2017-08-28,905.000000,1020.000000,895.000000,955.000000,916.342590,284534300
2017-09-04,965.000000,980.000000,895.000000,925.000000,887.556946,176497300
2017-09-11,910.000000,955.000000,860.000000,870.000000,834.783325,130537400
2017-09-18,870.000000,915.000000,860.000000,880.000000,844.378479,86205600
2017-09-25,885.000000,890.000000,795.000000,815.000000,782.009644,107661100
2017-10-02,815.000000,875.000000,805.000000,870.000000,834.783325,105786900
2017-10-09,870.000000,880.000000,820.000000,835.000000,801.200012,95581200
2017-10-16,845.000000,850.000000,805.000000,815.000000,782.009644,64430000
2017-10-23,805.000000,850.000000,800.000000,835.000000,801.200012,88551400
2017-10-30,835.000000,920.000000,815.000000,910.000000,873.164124,239752000
2017-11-06,910.000000,950.000000,895.000000,905.000000,868.366577,160154900
2017-11-13,905.000000,930.000000,875.000000,880.000000,844.378479,78254500
2017-11-20,885.000000,895.000000,855.000000,860.000000,825.188110,33473400
2017-11-27,860.000000,875.000000,820.000000,850.000000,815.592834,48856300
2017-12-04,850.000000,855.000000,765.000000,790.000000,758.021667,59853600
2017-12-11,795.000000,795.000000,750.000000,785.000000,753.223999,41829500
2017-12-18,795.000000,815.000000,785.000000,790.000000,758.021667,44305400
2017-12-25,790.000000,795.000000,775.000000,775.000000,743.628845,27071200
2018-01-01,775.000000,845.000000,775.000000,835.000000,801.200012,78331100
2018-01-08,840.000000,890.000000,805.000000,885.000000,849.176086,127531800
2018-01-15,890.000000,1015.000000,865.000000,955.000000,916.342590,372082500
2018-01-22,965.000000,1115.000000,960.000000,1070.000000,1026.687500,278048500
2018-01-29,1095.000000,1125.000000,1005.000000,1065.000000,1021.889893,185858200
2018-02-05,1045.000000,1050.000000,940.000000,985.000000,945.128235,172821000
2018-02-12,980.000000,1105.000000,980.000000,1095.000000,1050.675537,136196400
2018-02-19,1100.000000,1120.000000,1065.000000,1070.000000,1026.687500,88793900
2018-02-26,1075.000000,1205.000000,1070.000000,1165.000000,1117.842041,204593300
2018-03-05,1170.000000,1240.000000,1100.000000,1135.000000,1089.056396,149738100
2018-03-12,1145.000000,1175.000000,1005.000000,1020.000000,978.711487,96751500
2018-03-19,1020.000000,1060.000000,945.000000,990.000000,949.925842,73679100
2018-03-26,990.000000,1035.000000,965.000000,970.000000,930.735413,32827400
2018-04-02,975.000000,1050.000000,965.000000,1040.000000,997.901855,120581400
2018-04-09,1040.000000,1145.000000,1040.000000,1065.000000,1021.889893,147934200
2018-04-16,1065.000000,1080.000000,1040.000000,1075.000000,1031.485107,28684900
2018-04-23,1160.000000,1160.000000,1060.000000,1060.000000,1017.092224,31999600
2018-04-30,1020.000000,1045.000000,970.000000,995.000000,975.665283,27905500
