Date,Open,High,Low,Close,Adj Close,Volume
2017-05-01,2440.000000,2450.000000,2340.000000,2390.000000,2221.029297,103254200
2017-05-08,2430.000000,2470.000000,2400.000000,2460.000000,2286.080078,92845300
2017-05-15,2400.000000,2420.000000,2270.000000,2350.000000,2183.857178,157568800
2017-05-22,2380.000000,2550.000000,2360.000000,2540.000000,2434.835205,221109200
2017-05-29,2550.000000,2570.000000,2400.000000,2410.000000,2310.217529,94514000
2017-06-05,2410.000000,2470.000000,2330.000000,2340.000000,2243.115723,122607900
2017-06-12,2350.000000,2430.000000,2350.000000,2410.000000,2310.217529,82400800
2017-06-19,2400.000000,2400.000000,2240.000000,2250.000000,2156.842285,209709500
2017-06-26,2250.000000,2250.000000,2250.000000,2250.000000,2156.842285,0
2017-07-03,2270.000000,2390.000000,2270.000000,2340.000000,2243.115723,192542200
2017-07-10,2330.000000,2350.000000,2250.000000,2250.000000,2156.842285,135046500
2017-07-17,2250.000000,2260.000000,2200.000000,2210.000000,2118.498291,109119100
2017-07-24,2210.000000,2270.000000,2200.000000,2260.000000,2166.428223,80662400
2017-07-31,2250.000000,2260.000000,2150.000000,2150.000000,2060.982422,102151400
2017-08-07,2150.000000,2230.000000,2120.000000,2150.000000,2060.982422,143389600
2017-08-14,2150.000000,2200.000000,2110.000000,2160.000000,2070.568604,119858800
2017-08-21,2180.000000,2230.000000,2150.000000,2160.000000,2070.568604,106961000
2017-08-28,2150.000000,2170.000000,2060.000000,2120.000000,2032.224487,89090000
2017-09-04,2100.000000,2110.000000,1780.000000,1780.000000,1706.301880,375086100
2017-09-11,1790.000000,1790.000000,1680.000000,1715.000000,1643.993042,387489400
2017-09-18,1720.000000,1725.000000,1590.000000,1610.000000,1543.340332,240338900
2017-09-25,1605.000000,1625.000000,1455.000000,1575.000000,1509.789551,495650600
2017-10-02,1575.000000,1620.000000,1400.000000,1410.000000,1351.621094,509883700
2017-10-09,1410.000000,1685.000000,1365.000000,1640.000000,1572.098389,1108528900
2017-10-16,1655.000000,1690.000000,1575.000000,1680.000000,1610.442139,484176200
2017-10-23,1700.000000,1760.000000,1630.000000,1635.000000,1567.305420,389078800
2017-10-30,1650.000000,1900.000000,1640.000000,1780.000000,1706.301880,534963700
2017-11-06,1790.000000,1860.000000,1780.000000,1805.000000,1730.266724,194364300
2017-11-13,1805.000000,1845.000000,1765.000000,1775.000000,1701.508911,183361700
2017-11-20,1780.000000,1845.000000,1750.000000,1785.000000,1711.094849,131478300
2017-11-27,1790.000000,1810.000000,1685.000000,1700.000000,1629.614014,150012800
2017-12-04,1705.000000,1715.000000,1555.000000,1675.000000,1605.649170,217551900
2017-12-11,1685.000000,1800.000000,1625.000000,1800.000000,1725.473755,211778900
2017-12-18,1800.000000,1800.000000,1715.000000,1740.000000,1667.957886,98943900
2017-12-25,1740.000000,1775.000000,1720.000000,1750.000000,1677.543945,65333700
2018-01-01,1750.000000,1790.000000,1725.000000,1790.000000,1715.887695,79494600
2018-01-08,1790.000000,1870.000000,1780.000000,1780.000000,1706.301880,214295900
2018-01-15,1795.000000,2860.000000,1760.000000,2350.000000,2252.701904,1834645000
2018-01-22,2370.000000,2810.000000,2330.000000,2630.000000,2521.108887,1401727300
2018-01-29,2620.000000,2670.000000,2320.000000,2460.000000,2358.147461,919065200
2018-02-05,2350.000000,2490.000000,2240.000000,2340.000000,2243.115723,603892400
2018-02-12,2360.000000,2560.000000,2330.000000,2530.000000,2425.249268,520572800
2018-02-19,2560.000000,2760.000000,2560.000000,2610.000000,2501.936768,690593000
2018-02-26,2620.000000,2700.000000,2530.000000,2600.000000,2492.350830,442957100
2018-03-05,2640.000000,2640.000000,2370.000000,2390.000000,2291.045898,382834400
2018-03-12,2410.000000,2530.000000,2210.000000,2260.000000,2166.428223,490549200
2018-03-19,2270.000000,2340.000000,2120.000000,2310.000000,2214.357910,343439000
2018-03-26,2310.000000,2490.000000,2200.000000,2300.000000,2204.772217,333240800
2018-04-02,2370.000000,2450.000000,2280.000000,2360.000000,2262.287842,297132600
2018-04-09,2340.000000,2400.000000,2310.000000,2310.000000,2214.357910,203059000
2018-04-16,2310.000000,2310.000000,2160.000000,2170.000000,2080.154541,66779500
2018-04-23,2330.000000,2340.000000,2240.000000,2270.000000,2176.014160,124571700
2018-04-30,2100.000000,2120.000000,1955.000000,2040.000000,1955.536865,185477000
