Date,Open,High,Low,Close,Adj Close,Volume
2019-04-29,820.000000,825.000000,785.000000,790.000000,790.000000,95259500
2019-05-06,780.000000,780.000000,720.000000,745.000000,745.000000,272654300
2019-05-13,745.000000,750.000000,670.000000,670.000000,670.000000,301605700
2019-05-20,675.000000,755.000000,660.000000,730.000000,730.000000,312377700
2019-05-27,740.000000,760.000000,705.000000,725.000000,725.000000,203976300
2019-06-03,725.000000,725.000000,725.000000,725.000000,725.000000,0
2019-06-10,730.000000,815.000000,730.000000,790.000000,790.000000,436592900
2019-06-17,800.000000,825.000000,760.000000,800.000000,800.000000,293421300
2019-06-24,805.000000,860.000000,795.000000,845.000000,845.000000,580866400
2019-07-01,850.000000,865.000000,810.000000,810.000000,810.000000,298792300
2019-07-08,810.000000,855.000000,800.000000,845.000000,845.000000,300182700
2019-07-15,855.000000,985.000000,855.000000,940.000000,940.000000,1044834800
2019-07-22,940.000000,970.000000,885.000000,890.000000,890.000000,417588000
2019-07-29,895.000000,945.000000,880.000000,900.000000,900.000000,343629700
2019-08-05,900.000000,1080.000000,830.000000,1065.000000,1065.000000,1316423900
2019-08-12,1070.000000,1150.000000,1030.000000,1120.000000,1120.000000,1015492400
2019-08-19,1130.000000,1130.000000,1015.000000,1015.000000,1015.000000,507060100
2019-08-26,1020.000000,1085.000000,1015.000000,1070.000000,1070.000000,581640400
2019-09-02,1120.000000,1175.000000,1075.000000,1075.000000,1075.000000,855041100
2019-09-09,1080.000000,1160.000000,1055.000000,1070.000000,1070.000000,608434900
2019-09-16,1070.000000,1085.000000,1040.000000,1065.000000,1065.000000,337849700
2019-09-23,1070.000000,1075.000000,985.000000,990.000000,990.000000,357994300
2019-09-30,990.000000,1000.000000,915.000000,960.000000,960.000000,347155200
2019-10-07,965.000000,1025.000000,930.000000,1015.000000,1015.000000,412510100
2019-10-14,1015.000000,1020.000000,920.000000,935.000000,935.000000,364519400
2019-10-21,940.000000,985.000000,915.000000,955.000000,955.000000,401254100
2019-10-28,950.000000,950.000000,850.000000,855.000000,855.000000,626034400
2019-11-04,855.000000,870.000000,810.000000,835.000000,835.000000,433429200
2019-11-11,830.000000,840.000000,800.000000,825.000000,825.000000,232599500
2019-11-18,825.000000,845.000000,805.000000,810.000000,810.000000,162028100
2019-11-25,810.000000,820.000000,735.000000,750.000000,750.000000,211240400
2019-12-02,740.000000,805.000000,740.000000,775.000000,775.000000,119919000
