Date,Open,High,Low,Close,Adj Close,Volume
2019-04-29,2260.000000,2270.000000,2210.000000,2240.000000,2183.010010,25116200
2019-05-06,2200.000000,2240.000000,2020.000000,2020.000000,1968.607300,241343200
2019-05-13,2020.000000,2070.000000,1865.000000,1865.000000,1865.000000,176846300
2019-05-20,1860.000000,2010.000000,1820.000000,1955.000000,1955.000000,151884100
2019-05-27,1980.000000,2070.000000,1955.000000,2060.000000,2060.000000,289463900
2019-06-03,2060.000000,2060.000000,2060.000000,2060.000000,2060.000000,0
2019-06-10,2070.000000,2120.000000,1955.000000,1960.000000,1960.000000,222204000
2019-06-17,1950.000000,2110.000000,1925.000000,2050.000000,2050.000000,317243100
2019-06-24,2080.000000,2170.000000,1995.000000,2110.000000,2110.000000,355914900
2019-07-01,2140.000000,2150.000000,2070.000000,2100.000000,2100.000000,152847600
2019-07-08,2100.000000,2150.000000,2050.000000,2060.000000,2060.000000,148126900
2019-07-15,2070.000000,2140.000000,2050.000000,2060.000000,2060.000000,178916800
2019-07-22,2060.000000,2080.000000,1955.000000,1970.000000,1970.000000,152827600
2019-07-29,1975.000000,2070.000000,1965.000000,1980.000000,1980.000000,167210400
2019-08-05,1970.000000,2020.000000,1920.000000,1985.000000,1985.000000,154600900
2019-08-12,1995.000000,2000.000000,1925.000000,1960.000000,1960.000000,103480100
2019-08-19,1975.000000,2010.000000,1775.000000,1830.000000,1830.000000,265734400
2019-08-26,1800.000000,2000.000000,1780.000000,1920.000000,1920.000000,304539000
2019-09-02,1930.000000,2030.000000,1915.000000,1945.000000,1945.000000,175716900
2019-09-09,1940.000000,2070.000000,1940.000000,1965.000000,1965.000000,192614900
2019-09-16,2020.000000,2220.000000,1975.000000,2170.000000,2170.000000,396191300
2019-09-23,2190.000000,2300.000000,2090.000000,2150.000000,2150.000000,317043300
2019-09-30,2160.000000,2180.000000,2020.000000,2100.000000,2100.000000,158115000
2019-10-07,2120.000000,2220.000000,1995.000000,2190.000000,2190.000000,153144100
2019-10-14,2210.000000,2270.000000,2160.000000,2270.000000,2270.000000,186864500
2019-10-21,2280.000000,2360.000000,2200.000000,2340.000000,2340.000000,213710900
2019-10-28,2340.000000,2460.000000,1820.000000,1850.000000,1850.000000,883817900
2019-11-04,1890.000000,2050.000000,1880.000000,2000.000000,2000.000000,457559500
2019-11-11,2020.000000,2020.000000,1950.000000,2000.000000,2000.000000,93301700
2019-11-18,1995.000000,2020.000000,1935.000000,1945.000000,1945.000000,108282600
2019-11-25,1920.000000,1965.000000,1860.000000,1920.000000,1920.000000,150075500
2019-12-02,1925.000000,2060.000000,1915.000000,2060.000000,2060.000000,102867600
