Date,Open,High,Low,Close,Adj Close,Volume
2019-04-29,3920.000000,3940.000000,3770.000000,3790.000000,3450.368896,43590200
2019-05-06,3710.000000,3830.000000,3030.000000,3080.000000,2803.993652,324144700
2019-05-13,3080.000000,3120.000000,2750.000000,2750.000000,2750.000000,204068500
2019-05-20,2750.000000,2920.000000,2720.000000,2880.000000,2880.000000,182857100
2019-05-27,2890.000000,3080.000000,2870.000000,3060.000000,3060.000000,154084900
2019-06-03,3060.000000,3060.000000,3060.000000,3060.000000,3060.000000,0
2019-06-10,3080.000000,3090.000000,2830.000000,2830.000000,2830.000000,211428300
2019-06-17,2840.000000,2970.000000,2820.000000,2900.000000,2900.000000,114301800
2019-06-24,2920.000000,3150.000000,2880.000000,2960.000000,2960.000000,216180800
2019-07-01,2980.000000,3110.000000,2960.000000,3050.000000,3050.000000,168179300
2019-07-08,3060.000000,3070.000000,2830.000000,2840.000000,2840.000000,148793100
2019-07-15,2860.000000,2900.000000,2810.000000,2880.000000,2880.000000,107535100
2019-07-22,2880.000000,2890.000000,2750.000000,2750.000000,2750.000000,91527600
2019-07-29,2760.000000,2780.000000,2660.000000,2690.000000,2690.000000,76405400
2019-08-05,2670.000000,2680.000000,2510.000000,2540.000000,2540.000000,101712200
2019-08-12,2550.000000,2590.000000,2350.000000,2440.000000,2440.000000,132826100
2019-08-19,2460.000000,2530.000000,2410.000000,2490.000000,2490.000000,74622400
2019-08-26,2450.000000,2470.000000,2390.000000,2470.000000,2470.000000,83856200
2019-09-02,2470.000000,2620.000000,2420.000000,2600.000000,2600.000000,147084800
2019-09-09,2620.000000,2770.000000,2560.000000,2560.000000,2560.000000,202846400
2019-09-16,2600.000000,2630.000000,2440.000000,2470.000000,2470.000000,109756700
2019-09-23,2470.000000,2490.000000,2290.000000,2300.000000,2300.000000,125216700
2019-09-30,2300.000000,2320.000000,2200.000000,2200.000000,2200.000000,51131900
2019-10-07,2200.000000,2290.000000,2110.000000,2270.000000,2270.000000,82801400
2019-10-14,2300.000000,2350.000000,2200.000000,2350.000000,2350.000000,108039300
2019-10-21,2370.000000,2490.000000,2290.000000,2350.000000,2350.000000,120896400
2019-10-28,2350.000000,2410.000000,2190.000000,2190.000000,2190.000000,88858500
2019-11-04,2230.000000,2610.000000,2220.000000,2580.000000,2580.000000,282064400
2019-11-11,2550.000000,2670.000000,2400.000000,2510.000000,2510.000000,176596200
2019-11-18,2540.000000,2560.000000,2360.000000,2430.000000,2430.000000,114885400
2019-11-25,2460.000000,2630.000000,2410.000000,2420.000000,2420.000000,186052100
2019-12-02,2460.000000,2560.000000,2450.000000,2500.000000,2500.000000,31790400
