Date,Open,High,Low,Close,Adj Close,Volume
2019-04-29,124.000000,126.000000,121.000000,123.000000,123.000000,278542800
2019-05-06,123.000000,133.000000,114.000000,124.000000,124.000000,1987650500
2019-05-13,124.000000,129.000000,112.000000,112.000000,112.000000,1265858000
2019-05-20,112.000000,119.000000,106.000000,114.000000,114.000000,717511000
2019-05-27,115.000000,120.000000,113.000000,118.000000,118.000000,582533700
2019-06-03,118.000000,118.000000,118.000000,118.000000,118.000000,0
2019-06-10,120.000000,129.000000,117.000000,119.000000,119.000000,940720300
2019-06-17,122.000000,125.000000,117.000000,121.000000,121.000000,755664800
2019-06-24,125.000000,131.000000,116.000000,119.000000,119.000000,2334209400
2019-07-01,121.000000,124.000000,118.000000,122.000000,122.000000,1170836700
2019-07-08,121.000000,123.000000,117.000000,118.000000,118.000000,627019500
2019-07-15,119.000000,119.000000,114.000000,116.000000,116.000000,653477200
2019-07-22,116.000000,118.000000,111.000000,111.000000,111.000000,728277800
2019-07-29,111.000000,115.000000,107.000000,111.000000,111.000000,848852100
2019-08-05,111.000000,112.000000,102.000000,103.000000,103.000000,667689700
2019-08-12,104.000000,106.000000,93.000000,95.000000,95.000000,1568741600
2019-08-19,96.000000,97.000000,92.000000,92.000000,92.000000,491663100
2019-08-26,92.000000,99.000000,89.000000,94.000000,94.000000,1059663300
2019-09-02,95.000000,96.000000,90.000000,93.000000,93.000000,919744300
2019-09-09,95.000000,104.000000,93.000000,96.000000,96.000000,1901600400
2019-09-16,96.000000,101.000000,93.000000,94.000000,94.000000,770506800
2019-09-23,94.000000,99.000000,90.000000,91.000000,91.000000,459959800
2019-09-30,92.000000,92.000000,83.000000,85.000000,85.000000,544669800
2019-10-07,85.000000,86.000000,78.000000,84.000000,84.000000,820718500
2019-10-14,84.000000,88.000000,82.000000,85.000000,85.000000,682899400
2019-10-21,85.000000,88.000000,82.000000,86.000000,86.000000,916198800
2019-10-28,86.000000,100.000000,82.000000,83.000000,83.000000,2955470900
2019-11-04,84.000000,87.000000,79.000000,81.000000,81.000000,1940990900
2019-11-11,82.000000,82.000000,76.000000,77.000000,77.000000,647085000
2019-11-18,78.000000,79.000000,73.000000,74.000000,74.000000,542450000
2019-11-25,74.000000,76.000000,62.000000,65.000000,65.000000,917412800
2019-12-02,65.000000,72.000000,65.000000,67.000000,67.000000,491629100
